index_code,date,open,close,low,high,volume,money,change
sh000004,2017-05-24,2390.25,2407.49,2366.27,2407.9,7839878700.0,89897550000.0,0.00170592371608
sh000004,2017-05-23,2423.7,2403.39,2395.89,2429.74,9834966000.0,1.1360716e+11,-0.0107104194022
sh000004,2017-05-22,2446.15,2429.41,2419.51,2457.46,8743967600.0,1.0090847e+11,-0.00725330587293
sh000004,2017-05-19,2442.23,2447.16,2437.41,2449.86,7422918700.0,92931740000.0,0.00102263709473
sh000004,2017-05-18,2436.63,2444.66,2431.73,2455.65,8006390900.0,1.002947e+11,-0.0042199248886
sh000004,2017-05-17,2455.26,2455.02,2451.86,2469.92,9305234400.0,1.1476407e+11,-0.0012976922232
sh000004,2017-05-16,2421.08,2458.21,2406.75,2458.53,9541222900.0,1.158228e+11,0.0131892952383
sh000004,2017-05-15,2415.78,2426.21,2415.59,2430.03,7035464700.0,89813860000.0,0.00496224469085
sh000004,2017-05-12,2405.48,2414.23,2396.44,2421.18,7763451200.0,93898420000.0,0.00104905253556
sh000004,2017-05-11,2392.91,2411.7,2367.5,2412.43,10492763000.0,1.1429176e+11,0.00248157523912
sh000004,2017-05-10,2438.79,2405.73,2405.06,2447.51,8694768300.0,1.0213819e+11,-0.0143440104231
sh000004,2017-05-09,2427.67,2440.74,2415.7,2442.47,7579703800.0,92587720000.0,0.000947330864532
sh000004,2017-05-08,2461.94,2438.43,2437.21,2464.08,9313547800.0,1.1155113e+11,-0.0131449546928
sh000004,2017-05-05,2487.78,2470.91,2467.85,2489.73,9239531300.0,1.1583364e+11,-0.011260278906
sh000004,2017-05-04,2502.09,2499.05,2488.84,2512.61,9326604900.0,1.1688771e+11,-0.00399351154013
sh000004,2017-05-03,2507.43,2509.07,2498.43,2517.54,8873460600.0,1.127497e+11,-0.00156784095567
sh000004,2017-05-02,2511.48,2513.01,2505.71,2517.48,8281435600.0,1.0511027e+11,-0.00151381505233
sh000004,2017-04-28,2507.83,2516.82,2502.49,2516.82,8920994500.0,1.1055832e+11,0.000839062953581
sh000004,2017-04-27,2501.01,2514.71,2466.25,2518.26,10933546600.0,1.3521559e+11,0.00243961747436
sh000004,2017-04-26,2501.88,2508.59,2501.09,2518.63,8820910700.0,1.1509945e+11,0.00184106901812
sh000004,2017-04-25,2491.32,2503.98,2487.53,2511.9,8227966500.0,1.0605557e+11,0.00328554600165
sh000004,2017-04-24,2535.22,2495.78,2483.92,2535.22,9936498100.0,1.1489563e+11,-0.0186303653722
sh000004,2017-04-21,2549.06,2543.16,2533.05,2556.03,8802346800.0,1.1099446e+11,-0.00331554071531
sh000004,2017-04-20,2544.05,2551.62,2530.94,2557.93,10305721000.0,1.3294264e+11,0.000815833444465
sh000004,2017-04-19,2565.08,2549.54,2528.41,2568.13,11699944000.0,1.319138e+11,-0.0104561261877
sh000004,2017-04-18,2586.71,2576.48,2576.34,2600.13,9998943700.0,1.2473667e+11,-0.00559250010614
sh000004,2017-04-17,2601.44,2590.97,2576.84,2601.44,11877857600.0,1.3813514e+11,-0.00901876039854
sh000004,2017-04-14,2639.25,2614.55,2611.27,2639.67,11180361700.0,1.2785409e+11,-0.00943003061255
sh000004,2017-04-13,2628.13,2639.44,2625.33,2644.04,10210507600.0,1.2186523e+11,0.00194357557168
sh000004,2017-04-12,2646.32,2634.32,2626.14,2646.34,13844980400.0,1.8375527e+11,-0.00595824324273
sh000004,2017-04-11,2632.7,2650.11,2613.09,2651.38,15464536700.0,1.9441209e+11,0.00650211356671
sh000004,2017-04-10,2646.67,2632.99,2629.31,2646.68,12961367400.0,1.6603741e+11,-0.00477016642665
sh000004,2017-04-07,2640.92,2645.61,2636.89,2652.7,12727074100.0,1.5660142e+11,0.0031965963643
sh000004,2017-04-06,2630.28,2637.18,2625.06,2642.01,12298126400.0,1.4650454e+11,0.00398215264665
sh000004,2017-04-05,2590.44,2626.72,2590.44,2627.02,14043763400.0,1.6477738e+11,0.0191592882584
sh000004,2017-03-31,2567.29,2577.34,2563.96,2578.92,10056438300.0,1.2160788e+11,0.00318782476695
sh000004,2017-03-30,2597.48,2569.15,2559.28,2600.73,12773405800.0,1.5361779e+11,-0.0130156010495
sh000004,2017-03-29,2612.71,2603.03,2594.13,2619.41,11280593600.0,1.4038373e+11,-0.00330059540903
sh000004,2017-03-28,2619.54,2611.65,2605.05,2621.14,8968164100.0,1.2158657e+11,-0.00410309600711
sh000004,2017-03-27,2634.36,2622.41,2618.21,2638.44,11093584200.0,1.47696e+11,-0.00400311437741
sh000004,2017-03-24,2616.41,2632.95,2609.67,2636.7,12077457100.0,1.548133e+11,0.00558755232363
sh000004,2017-03-23,2620.58,2618.32,2594.07,2629.63,11029766800.0,1.5311487e+11,-0.000915778869929
sh000004,2017-03-22,2614.43,2620.72,2603.26,2625.34,10597123500.0,1.4441721e+11,-0.00300158638977
sh000004,2017-03-21,2614.71,2628.61,2612.16,2628.93,9126430000.0,1.3154257e+11,0.00571994827177
sh000004,2017-03-20,2601.41,2613.66,2594.14,2613.72,9711229300.0,1.2707547e+11,0.00682604374523
sh000004,2017-03-17,2621.98,2595.94,2592.65,2624.42,10650247500.0,1.4872308e+11,-0.00990499292501
sh000004,2017-03-16,2605.23,2621.91,2605.23,2622.2,10120447000.0,1.409527e+11,0.00778349207813
sh000004,2017-03-15,2593.14,2601.66,2589.27,2602.05,8407962800.0,1.1406539e+11,0.0020413193856
sh000004,2017-03-14,2594.18,2596.36,2588.86,2601.02,8745196200.0,1.1927364e+11,0.000821052875034
sh000004,2017-03-13,2570.84,2594.23,2557.03,2594.49,9283430600.0,1.2422152e+11,0.00830985094351
