index_code,date,open,close,low,high,volume,money,change
sh000017,2017-05-24,2573.34,2587.28,2552.01,2587.9,13866931200.0,1.5010164e+11,0.000680714131007
sh000017,2017-05-23,2591.65,2585.52,2576.02,2604.24,17691501500.0,1.9179121e+11,-0.00440898431634
sh000017,2017-05-22,2606.6,2596.97,2586.36,2620.8,15180441500.0,1.6560155e+11,-0.00480931359024
sh000017,2017-05-19,2606.2,2609.52,2601.6,2613.61,12768031800.0,1.4572352e+11,0.000160975048867
sh000017,2017-05-18,2602.49,2609.1,2598.81,2620.37,14804310300.0,1.6618753e+11,-0.00461620631772
sh000017,2017-05-17,2624.09,2621.2,2618.53,2634.0,16829933100.0,1.9366006e+11,-0.00276966155345
sh000017,2017-05-16,2603.1,2628.48,2584.21,2628.94,17337315700.0,1.9250003e+11,0.00733518820851
sh000017,2017-05-15,2605.69,2609.34,2605.69,2616.66,13538767000.0,1.573588e+11,0.00218924275245
sh000017,2017-05-12,2578.7,2603.64,2576.79,2609.52,15944731300.0,1.7487035e+11,0.00722641743006
sh000017,2017-05-11,2564.02,2584.96,2546.97,2586.74,19095209600.0,1.9715277e+11,0.00287871381239
sh000017,2017-05-10,2598.96,2577.54,2576.54,2609.65,16035547300.0,1.8090144e+11,-0.00900055748861
sh000017,2017-05-09,2587.68,2600.95,2580.71,2604.08,13449361600.0,1.5139766e+11,0.000634786288616
sh000017,2017-05-08,2608.88,2599.3,2590.02,2611.78,17988116300.0,1.9668296e+11,-0.00784396053209
sh000017,2017-05-05,2629.67,2619.85,2610.54,2632.09,17521804700.0,1.9773666e+11,-0.0077566061818
sh000017,2017-05-04,2640.13,2640.33,2626.82,2654.26,17665985900.0,1.9620574e+11,-0.00256505182991
sh000017,2017-05-03,2649.65,2647.12,2637.3,2658.1,16295355400.0,1.8812347e+11,-0.00267874298761
sh000017,2017-05-02,2657.16,2654.23,2648.14,2663.58,15335985900.0,1.7413864e+11,-0.00346167564625
sh000017,2017-04-28,2654.4,2663.45,2648.13,2663.5,16225890900.0,1.8148723e+11,0.000796594184111
sh000017,2017-04-27,2643.71,2661.33,2614.96,2663.72,21062894700.0,2.3301058e+11,0.00360892388451
sh000017,2017-04-26,2645.08,2651.76,2643.8,2662.03,16906653900.0,1.9544229e+11,0.00199888908622
sh000017,2017-04-25,2637.46,2646.47,2631.97,2655.52,15221927900.0,1.7166928e+11,0.00160470511651
sh000017,2017-04-24,2671.53,2642.23,2626.71,2671.53,18540900200.0,1.9591954e+11,-0.013751040473
sh000017,2017-04-21,2676.68,2679.07,2666.78,2685.54,16360061300.0,1.8094085e+11,0.000321109995109
sh000017,2017-04-20,2672.76,2678.21,2658.0,2683.35,18972554200.0,2.1773092e+11,0.000444524135046
sh000017,2017-04-19,2688.8,2677.02,2657.04,2692.86,21178437600.0,2.2266918e+11,-0.00814008203069
sh000017,2017-04-18,2714.85,2698.99,2698.8,2722.97,18798460200.0,2.1006022e+11,-0.00793580780569
sh000017,2017-04-17,2727.16,2720.58,2701.74,2727.16,21180100100.0,2.2477565e+11,-0.00737740805604
sh000017,2017-04-14,2766.19,2740.8,2734.72,2766.67,21335153900.0,2.2080352e+11,-0.0091213761239
sh000017,2017-04-13,2756.92,2766.03,2753.76,2770.39,20651330600.0,2.2109787e+11,0.000654795927965
sh000017,2017-04-12,2772.69,2764.22,2754.44,2773.62,26821675000.0,3.0796421e+11,-0.00461284177701
sh000017,2017-04-11,2757.75,2777.03,2739.37,2778.24,27972984200.0,3.2145236e+11,0.00600626709413
sh000017,2017-04-10,2774.01,2760.45,2756.74,2774.01,23107742500.0,2.7369299e+11,-0.00523965852129
sh000017,2017-04-07,2769.93,2774.99,2765.2,2782.25,23543026300.0,2.6384781e+11,0.00171103691003
sh000017,2017-04-06,2762.77,2770.25,2757.33,2775.05,24434016400.0,2.5895727e+11,0.0032920946269
sh000017,2017-04-05,2732.0,2761.16,2729.9,2761.45,24692144000.0,2.6999103e+11,0.0148114934249
sh000017,2017-03-31,2707.11,2720.86,2706.47,2724.01,19598406200.0,2.1355412e+11,0.00382958000059
sh000017,2017-03-30,2731.51,2710.48,2698.34,2735.64,24627412700.0,2.6415618e+11,-0.00959173904623
sh000017,2017-03-29,2746.46,2736.73,2729.89,2754.29,21555501800.0,2.4498678e+11,-0.00356813870593
sh000017,2017-03-28,2757.28,2746.53,2740.73,2757.28,16144916800.0,2.0321316e+11,-0.00429960955485
sh000017,2017-03-27,2760.01,2758.39,2754.28,2772.13,20138533000.0,2.4881615e+11,-0.00074987502083
sh000017,2017-03-24,2741.75,2760.46,2736.48,2765.35,21917647700.0,2.6636005e+11,0.00646069259208
sh000017,2017-03-23,2740.25,2742.74,2720.39,2754.02,19179019600.0,2.5730372e+11,0.00109499441553
sh000017,2017-03-22,2740.56,2739.74,2726.13,2748.66,18930994500.0,2.4419177e+11,-0.0050297974644
sh000017,2017-03-21,2743.99,2753.59,2740.97,2754.11,16245695800.0,2.1885718e+11,0.00332670179197
sh000017,2017-03-20,2736.26,2744.46,2725.27,2744.73,17028125700.0,2.1365191e+11,0.00413073464146
sh000017,2017-03-17,2762.32,2733.17,2728.79,2764.27,20013469500.0,2.6178016e+11,-0.00966360368717
sh000017,2017-03-16,2741.47,2759.84,2741.47,2760.54,18899777700.0,2.4412527e+11,0.00838174577076
sh000017,2017-03-15,2731.48,2736.9,2725.01,2738.54,14371105200.0,1.8545187e+11,0.000767880649408
