index_code,date,open,close,low,high,volume,money,change
sh000009,2017-05-24,5093.32,5142.2,5034.74,5142.98,3904614200.0,39312230000.0,0.00526266401839
sh000009,2017-05-23,5223.53,5115.28,5111.08,5226.17,4647489600.0,47127710000.0,-0.0222939188673
sh000009,2017-05-22,5298.99,5231.92,5216.92,5316.13,4557351600.0,45175220000.0,-0.0149881484243
sh000009,2017-05-19,5303.04,5311.53,5282.48,5318.99,4061174700.0,41308950000.0,0.000580207028417
sh000009,2017-05-18,5305.9,5308.45,5291.42,5348.21,4537971500.0,46703130000.0,-0.00737115898479
sh000009,2017-05-17,5328.62,5347.87,5325.1,5369.89,5372424700.0,53884830000.0,0.00275257397543
sh000009,2017-05-16,5225.2,5333.19,5193.21,5333.62,5292203100.0,51890060000.0,0.0185949505618
sh000009,2017-05-15,5225.51,5235.83,5225.51,5249.5,3516365700.0,37114900000.0,0.00384602848669
sh000009,2017-05-12,5200.77,5215.77,5174.51,5239.0,4234866800.0,40489470000.0,0.000846228239845
sh000009,2017-05-11,5200.71,5211.36,5090.23,5217.45,4994175300.0,47554850000.0,-0.00266778940922
sh000009,2017-05-10,5334.0,5225.3,5224.57,5353.27,4180516400.0,41806250000.0,-0.0203805392191
sh000009,2017-05-09,5286.92,5334.01,5261.33,5335.53,3615295100.0,37504970000.0,0.00620814547924
sh000009,2017-05-08,5396.46,5301.1,5300.52,5398.24,4462602800.0,45184970000.0,-0.0198938746834
sh000009,2017-05-05,5475.8,5408.7,5407.28,5481.76,4669220100.0,49336030000.0,-0.0159111377965
sh000009,2017-05-04,5501.38,5496.15,5472.86,5542.97,5564117400.0,56737000000.0,-0.00388755980861
sh000009,2017-05-03,5531.98,5517.6,5500.08,5545.39,5035242900.0,52619250000.0,-0.00465059223795
sh000009,2017-05-02,5542.23,5543.38,5520.09,5548.06,5210583200.0,53893790000.0,-0.00292106295035
sh000009,2017-04-28,5530.33,5559.62,5525.73,5560.03,4985923200.0,51865760000.0,0.00212876792825
sh000009,2017-04-27,5524.25,5547.81,5428.88,5558.82,6940099900.0,71102540000.0,0.0022274491101
sh000009,2017-04-26,5510.47,5535.48,5509.29,5546.19,5284918900.0,56292800000.0,0.0042670846668
sh000009,2017-04-25,5491.26,5511.96,5479.7,5545.17,5012281700.0,50481650000.0,0.00368554842563
sh000009,2017-04-24,5619.93,5491.72,5489.83,5619.93,5172006000.0,51590290000.0,-0.0251361541684
sh000009,2017-04-21,5677.85,5633.32,5628.15,5692.42,4903735900.0,50926650000.0,-0.00885871276833
sh000009,2017-04-20,5670.88,5683.67,5639.74,5699.82,5863615700.0,63221350000.0,0.00112024885025
sh000009,2017-04-19,5720.87,5677.31,5628.38,5725.09,6622402700.0,67227990000.0,-0.0119526835236
sh000009,2017-04-18,5774.98,5745.99,5745.42,5806.23,6152963600.0,64105800000.0,-0.00618325971074
sh000009,2017-04-17,5825.38,5781.74,5752.7,5826.09,6850445800.0,70211350000.0,-0.00999297957227
sh000009,2017-04-14,5917.83,5840.1,5835.01,5918.48,5630729200.0,60601360000.0,-0.0133732932833
sh000009,2017-04-13,5882.13,5919.26,5877.27,5927.67,6811705700.0,70508060000.0,0.0047391595121
sh000009,2017-04-12,5936.22,5891.34,5885.82,5936.99,7753017300.0,83689210000.0,-0.00622109165989
sh000009,2017-04-11,5876.73,5928.22,5842.62,5930.44,7892168600.0,90343620000.0,0.00945391387267
sh000009,2017-04-10,5882.01,5872.7,5860.92,5890.93,6162493900.0,72440400000.0,-0.00123809944932
sh000009,2017-04-07,5849.39,5879.98,5842.68,5889.0,6314325200.0,70192840000.0,0.00546681691721
sh000009,2017-04-06,5840.11,5848.01,5826.41,5857.44,6424193300.0,64399820000.0,0.00281397901091
sh000009,2017-04-05,5751.18,5831.6,5751.18,5831.92,6327841800.0,68795140000.0,0.0197315501962
sh000009,2017-03-31,5698.12,5718.76,5689.25,5723.31,4958229000.0,51593560000.0,0.00326306629989
sh000009,2017-03-30,5773.99,5700.16,5688.17,5780.23,7019750400.0,68107080000.0,-0.0150094521878
