index_code,date,open,close,low,high,volume,money,change
sh000006,2017-05-24,6665.85,6688.92,6588.59,6691.61,458036600.0,4146320000.0,-0.00200228576885
sh000006,2017-05-23,6653.95,6702.34,6583.0,6707.7,613774000.0,5939590000.0,0.00398608092299
sh000006,2017-05-22,6711.36,6675.73,6603.57,6716.64,534764200.0,4796580000.0,-0.00747840851141
sh000006,2017-05-19,6706.96,6726.03,6690.37,6735.38,383017200.0,3370590000.0,0.00157398004009
sh000006,2017-05-18,6706.78,6715.46,6677.01,6728.65,394923700.0,3766520000.0,-0.00284796217764
sh000006,2017-05-17,6739.74,6734.64,6727.76,6774.19,392025300.0,3845700000.0,-0.00175942820807
sh000006,2017-05-16,6717.17,6746.51,6649.32,6751.45,521908900.0,5046640000.0,-0.000482979420039
sh000006,2017-05-15,6746.4,6749.77,6680.21,6767.25,432296200.0,4298290000.0,0.00332371596201
sh000006,2017-05-12,6704.15,6727.41,6674.58,6761.62,527670000.0,4897000000.0,0.00128893023256
sh000006,2017-05-11,6631.31,6718.75,6589.82,6739.66,663529100.0,6227030000.0,0.00778932084562
sh000006,2017-05-10,6749.21,6666.82,6658.27,6787.5,562459100.0,5380900000.0,-0.0127251860353
sh000006,2017-05-09,6732.79,6752.75,6685.46,6781.5,460186700.0,4288090000.0,-0.00331061314976
sh000006,2017-05-08,6747.77,6775.18,6632.95,6816.01,931908500.0,8705200000.0,-0.00255427653614
sh000006,2017-05-05,6768.2,6792.53,6732.44,6806.8,763890300.0,6976510000.0,0.000776454710737
sh000006,2017-05-04,6720.79,6787.26,6697.28,6861.81,708397700.0,6442850000.0,0.00546190664539
sh000006,2017-05-03,6816.91,6750.39,6732.13,6838.86,634334400.0,5964510000.0,-0.0116414588793
sh000006,2017-05-02,6874.49,6829.9,6811.36,6906.16,605113500.0,5695690000.0,-0.011580452451
sh000006,2017-04-28,6858.27,6909.92,6829.92,6912.3,668048900.0,6093670000.0,0.00265394398713
sh000006,2017-04-27,6914.43,6891.63,6766.5,6929.31,860901100.0,7824080000.0,-0.013515505901
sh000006,2017-04-26,7038.0,6986.05,6973.02,7065.58,704064200.0,6436250000.0,-0.00782260801888
sh000006,2017-04-25,7026.71,7041.13,6963.35,7083.88,553956400.0,5122630000.0,-0.00241705026359
sh000006,2017-04-24,7184.3,7058.19,6926.65,7184.3,928324400.0,9037910000.0,-0.0216715133605
sh000006,2017-04-21,7210.68,7214.54,7140.7,7258.16,759480400.0,7413660000.0,5.96054121715e-05
sh000006,2017-04-20,7106.93,7214.11,7087.88,7215.67,861874600.0,8407590000.0,0.0114051222809
sh000006,2017-04-19,7146.32,7132.76,7036.88,7153.34,888509400.0,8573170000.0,-0.00537142602157
sh000006,2017-04-18,7145.8,7171.28,7110.42,7234.22,975798700.0,9436090000.0,0.000809436353182
sh000006,2017-04-17,7140.38,7165.48,7074.3,7176.22,916234200.0,8435160000.0,-0.0012043288933
sh000006,2017-04-14,7251.98,7174.12,7137.04,7257.04,932867700.0,9685950000.0,-0.0100770647772
sh000006,2017-04-13,7241.13,7247.15,7180.67,7274.77,1149700700.0,10423000000.0,-0.00723700612878
sh000006,2017-04-12,7306.91,7299.98,7249.65,7365.88,1307226200.0,12262490000.0,-0.0034837212477
sh000006,2017-04-11,7114.45,7325.5,7105.29,7387.45,1435099600.0,14005150000.0,0.0257605863169
sh000006,2017-04-10,7080.3,7141.53,7052.28,7205.69,992200300.0,10294160000.0,0.00689022172217
sh000006,2017-04-07,7105.32,7092.66,7028.74,7132.96,967942800.0,9966550000.0,-0.00422449194482
sh000006,2017-04-06,6985.6,7122.75,6944.75,7169.21,1419790000.0,14592660000.0,0.0221602593448
sh000006,2017-04-05,7000.41,6968.33,6934.83,7032.34,1086940500.0,10679890000.0,0.0275348000472
sh000006,2017-03-31,6750.63,6781.6,6716.75,6790.35,412625100.0,4242500000.0,0.00507606690034
