code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600011,2017-05-24,7.580000,7.820000,7.560000,7.790000,0.016971,11257819.000000,86840028.000000,81795000000.000000,118410986997.600006,0.001072,33.814895,2017-03-31,2017-04-26,21.454145,0.918592,4.600756,1.603508,7.790000
sh600011,2017-05-23,7.730000,7.920000,7.650000,7.660000,-0.017949,13749501.000000,106802945.000000,80430000000.000000,116434937150.399994,0.001309,33.250590,2017-03-31,2017-04-26,21.096117,0.903262,4.523978,1.576748,7.660000
sh600011,2017-05-22,7.760000,8.000000,7.700000,7.800000,0.001284,15960779.000000,125545550.000000,81900000000.000000,118562990832.000000,0.001520,33.858303,2017-03-31,2017-04-26,21.481685,0.919771,4.606662,1.605566,7.800000
sh600011,2017-05-19,7.660000,7.840000,7.660000,7.790000,0.015645,12204704.000000,94719494.000000,81795000000.000000,118410986997.600006,0.001162,33.814895,2017-03-31,2017-04-26,21.454145,0.918592,4.600756,1.603508,7.790000
sh600011,2017-05-18,7.760000,7.850000,7.610000,7.670000,-0.027883,20523840.000000,158605472.000000,80535000000.000000,116586940984.800003,0.001955,33.293998,2017-03-31,2017-04-26,21.123657,0.904442,4.529884,1.578807,7.670000
sh600011,2017-05-17,7.900000,8.140000,7.880000,7.890000,0.000000,19463442.000000,155616977.000000,82845000000.000000,119931025341.600006,0.001854,34.248976,2017-03-31,2017-04-26,21.729551,0.930384,4.659816,1.624092,7.890000
sh600011,2017-05-16,7.870000,7.940000,7.750000,7.890000,0.001269,17295852.000000,135953758.000000,82845000000.000000,119931025341.600006,0.001647,34.248976,2017-03-31,2017-04-26,21.729551,0.930384,4.659816,1.624092,7.890000
sh600011,2017-05-15,7.770000,7.930000,7.690000,7.880000,0.015464,15296231.000000,119742760.000000,82740000000.000000,119779021507.199997,0.001457,34.205568,2017-03-31,2017-04-26,21.702010,0.929205,4.653910,1.622033,7.880000
sh600011,2017-05-12,7.740000,7.960000,7.700000,7.760000,-0.003851,21950797.000000,172222869.000000,81480000000.000000,117954975494.399994,0.002091,33.684671,2017-03-31,2017-04-26,21.371523,0.915054,4.583038,1.597332,7.760000
sh600011,2017-05-11,7.750000,7.830000,7.580000,7.790000,0.006460,21316046.000000,164413143.000000,81795000000.000000,118410986997.600006,0.002030,33.814895,2017-03-31,2017-04-26,21.454145,0.918592,4.600756,1.603508,7.790000
sh600011,2017-05-10,7.950000,7.950000,7.730000,7.740000,-0.023960,20702102.000000,162003798.000000,81270000000.000000,117650967825.600006,0.001972,33.597855,2017-03-31,2017-04-26,21.316442,0.912696,4.571226,1.593215,7.740000
sh600011,2017-05-09,7.470000,8.100000,7.470000,7.930000,0.064430,47967083.000000,376524460.000000,83265000000.000000,120539040679.199997,0.004568,34.422608,2017-03-31,2017-04-26,21.839714,0.935101,4.683440,1.632325,7.930000
sh600011,2017-05-08,7.520000,7.630000,7.410000,7.450000,-0.014550,7408307.000000,55311073.000000,78225000000.000000,113242856628.000000,0.000706,32.339020,2017-03-31,2017-04-26,20.517764,0.878499,4.399953,1.533521,7.450000
sh600011,2017-05-05,7.470000,7.680000,7.470000,7.560000,0.000000,13949198.000000,106298289.000000,79380000000.000000,114914898806.399994,0.001328,32.816509,2017-03-31,2017-04-26,20.820711,0.891471,4.464918,1.556164,7.560000
sh600011,2017-05-04,7.470000,7.680000,7.400000,7.560000,0.012048,15954162.000000,120916623.000000,79380000000.000000,114914898806.399994,0.001519,32.816509,2017-03-31,2017-04-26,20.820711,0.891471,4.464918,1.556164,7.560000
sh600011,2017-05-03,7.610000,7.670000,7.430000,7.470000,-0.019685,14515028.000000,109417524.000000,78435000000.000000,113546864296.800003,0.001382,32.425837,2017-03-31,2017-04-26,20.572845,0.880858,4.411765,1.537638,7.470000
sh600011,2017-05-02,7.780000,7.840000,7.560000,7.620000,-0.023077,12778016.000000,97902774.000000,80010000000.000000,115826921812.800003,0.001217,33.076958,2017-03-31,2017-04-26,20.985954,0.898546,4.500354,1.568514,7.620000
sh600011,2017-04-28,7.850000,7.870000,7.720000,7.800000,-0.002558,15902074.000000,124176114.000000,81900000000.000000,118562990832.000000,0.001514,33.858303,2017-03-31,2017-04-26,21.481685,0.919771,4.606662,1.605566,7.800000
sh600011,2017-04-27,7.750000,7.870000,7.730000,7.820000,0.002564,20736540.000000,162293505.000000,82110000000.000000,118866998500.800003,0.001975,33.945119,2017-03-31,2017-04-26,21.536767,0.922130,4.618474,1.609683,7.820000
sh600011,2017-04-26,7.660000,7.940000,7.580000,7.800000,0.003861,27791988.000000,216099726.000000,81900000000.000000,118562990832.000000,0.002647,33.858303,2017-03-31,2017-04-26,21.481685,0.919771,4.606662,1.605566,7.800000
sh600011,2017-04-25,7.540000,7.810000,7.500000,7.770000,0.030504,30222145.000000,233919453.000000,81585000000.000000,118106979328.800003,0.002878,33.728079,2016-12-31,2017-03-22,13.398862,0.916234,3.748191,1.334891,7.770000
sh600011,2017-04-24,7.680000,7.850000,7.410000,7.540000,-0.019506,30450215.000000,232988247.000000,79170000000.000000,114610891137.600006,0.002900,32.729693,2016-12-31,2017-03-22,13.002242,0.889112,3.637241,1.295377,7.540000
sh600011,2017-04-21,7.400000,7.690000,7.390000,7.690000,0.042005,31129478.000000,235761269.000000,80745000000.000000,116890948653.600006,0.002965,33.380814,2016-12-31,2017-03-22,13.260907,0.906800,3.709600,1.321147,7.690000
sh600011,2017-04-20,7.560000,7.620000,7.370000,7.380000,-0.026385,16039439.000000,120593213.000000,77490000000.000000,112178829787.199997,0.001528,32.035164,2016-12-31,2017-03-22,12.726332,0.870245,3.560058,1.267889,7.380000
sh600011,2017-04-19,7.550000,7.640000,7.440000,7.580000,-0.001318,15647243.000000,117901246.000000,79590000000.000000,115218906475.199997,0.001490,32.903326,2016-12-31,2017-03-22,13.071219,0.893829,3.656536,1.302249,7.580000
sh600011,2017-04-18,7.500000,7.660000,7.500000,7.590000,0.016064,25386818.000000,193047640.000000,79695000000.000000,115370910309.600006,0.002418,32.946734,2016-12-31,2017-03-22,13.088464,0.895008,3.661360,1.303967,7.590000
sh600011,2017-04-17,7.570000,7.670000,7.460000,7.470000,-0.014512,18709877.000000,141920970.000000,78435000000.000000,113546864296.800003,0.001782,32.425837,2016-12-31,2017-03-22,12.881531,0.880858,3.603473,1.283351,7.470000
sh600011,2017-04-14,7.610000,7.690000,7.560000,7.580000,-0.003942,26753865.000000,204329406.000000,79590000000.000000,115218906475.199997,0.002548,32.903326,2016-12-31,2017-03-22,13.071219,0.893829,3.656536,1.302249,7.580000
sh600011,2017-04-13,7.420000,7.630000,7.400000,7.610000,0.024226,29699804.000000,224331863.000000,79905000000.000000,115674917978.399994,0.002829,33.033550,2016-12-31,2017-03-22,13.122952,0.897367,3.671008,1.307403,7.610000
sh600011,2017-04-12,7.450000,7.630000,7.400000,7.430000,-0.014589,19808302.000000,148905388.000000,78015000000.000000,112938848959.199997,0.001887,32.252204,2016-12-31,2017-03-22,12.812554,0.876141,3.584178,1.276479,7.430000
sh600011,2017-04-11,7.430000,7.600000,7.260000,7.540000,0.013441,36301858.000000,270826709.000000,79170000000.000000,114610891137.600006,0.003457,32.729693,2016-12-31,2017-03-22,13.002242,0.889112,3.637241,1.295377,7.540000
sh600011,2017-04-10,7.370000,7.470000,7.290000,7.440000,0.008130,23780784.000000,175907136.000000,78120000000.000000,113090852793.600006,0.002265,32.295612,2016-12-31,2017-03-22,12.829798,0.877320,3.589001,1.278197,7.440000
sh600011,2017-04-07,7.320000,7.400000,7.290000,7.380000,0.009576,19857773.000000,146047554.000000,77490000000.000000,112178829787.199997,0.001891,32.035164,2016-12-31,2017-03-22,12.726332,0.870245,3.560058,1.267889,7.380000
sh600011,2017-04-06,7.280000,7.420000,7.260000,7.310000,0.004121,28265504.000000,207244943.000000,76755000000.000000,111114802946.399994,0.002692,31.731307,2016-12-31,2017-03-22,12.605622,0.861991,3.526290,1.255863,7.310000
sh600011,2017-04-05,7.180000,7.300000,7.150000,7.280000,0.015342,21987790.000000,159349841.000000,76440000000.000000,110658791443.199997,0.002094,31.601083,2016-12-31,2017-03-22,12.553889,0.858453,3.511819,1.250709,7.280000
sh600011,2017-03-31,7.160000,7.260000,7.120000,7.170000,0.000000,25501080.000000,183578307.000000,75285000000.000000,108986749264.800003,0.002429,31.123594,2016-12-31,2017-03-22,12.364201,0.845482,3.458755,1.231811,7.170000
sh600011,2017-03-30,7.110000,7.240000,7.050000,7.170000,0.011283,32086307.000000,229519751.000000,75285000000.000000,108986749264.800003,0.003056,31.123594,2016-12-31,2017-03-22,12.364201,0.845482,3.458755,1.231811,7.170000
sh600011,2017-03-29,7.150000,7.180000,7.070000,7.090000,-0.008392,25103208.000000,178677771.000000,74445000000.000000,107770718589.600006,0.002391,30.776330,2016-12-31,2017-03-22,12.226246,0.836048,3.420164,1.218067,7.090000
sh600011,2017-03-28,7.110000,7.180000,7.100000,7.150000,0.000000,14608907.000000,104416856.000000,75075000000.000000,108682741596.000000,0.001391,31.036778,2016-12-31,2017-03-22,12.329712,0.843124,3.449108,1.228375,7.150000
sh600011,2017-03-27,7.240000,7.240000,7.130000,7.150000,-0.013793,27414041.000000,196749403.000000,75075000000.000000,108682741596.000000,0.002611,31.036778,2016-12-31,2017-03-22,12.329712,0.843124,3.449108,1.228375,7.150000
sh600011,2017-03-24,7.270000,7.280000,7.140000,7.250000,-0.002751,26042269.000000,187651472.000000,76125000000.000000,110202779940.000000,0.002480,31.470859,2016-12-31,2017-03-22,12.502156,0.854916,3.497347,1.245555,7.250000
sh600011,2017-03-23,7.500000,7.500000,7.240000,7.270000,-0.030667,33504444.000000,245559388.000000,76335000000.000000,110506787608.800003,0.003191,31.557675,2016-12-31,2017-03-22,12.536644,0.857274,3.506995,1.248991,7.270000
sh600011,2017-03-22,7.590000,7.640000,7.450000,7.500000,-0.032258,21308191.000000,160489273.000000,78750000000.000000,114002875800.000000,0.002029,32.556061,2016-12-31,2017-03-22,12.933264,0.884395,3.617945,1.288505,7.500000
sh600011,2017-03-21,7.580000,7.760000,7.560000,7.750000,0.022427,17128598.000000,131747297.000000,81375000000.000000,117802971660.000000,0.001631,33.641263,2016-09-30,2016-10-26,12.770382,0.913875,3.648754,1.423141,7.750000
sh600011,2017-03-20,7.580000,7.650000,7.540000,7.580000,0.002646,13101490.000000,99355129.000000,79590000000.000000,115218906475.199997,0.001248,32.903326,2016-09-30,2016-10-26,12.490257,0.893829,3.568716,1.391924,7.580000
sh600011,2017-03-17,7.720000,7.740000,7.540000,7.560000,-0.019455,17913372.000000,136261600.000000,79380000000.000000,114914898806.399994,0.001706,32.816509,2016-09-30,2016-10-26,12.457302,0.891471,3.559300,1.388251,7.560000
sh600011,2017-03-16,7.720000,7.760000,7.680000,7.710000,-0.001295,10297794.000000,79539283.000000,80955000000.000000,117194956322.399994,0.000981,33.467631,2016-09-30,2016-10-26,12.704470,0.909158,3.629921,1.415796,7.710000
sh600011,2017-03-15,7.670000,7.770000,7.630000,7.720000,0.003901,12043531.000000,92654476.000000,81060000000.000000,117346960156.800003,0.001147,33.511039,2016-09-30,2016-10-26,12.720948,0.910338,3.634629,1.417632,7.720000
sh600011,2017-03-14,7.720000,7.810000,7.660000,7.690000,-0.007742,7579650.000000,58658660.000000,80745000000.000000,116890948653.600006,0.000722,33.380814,2016-09-30,2016-10-26,12.671514,0.906800,3.620505,1.412123,7.690000
sh600011,2017-03-13,7.640000,7.790000,7.570000,7.750000,0.011749,9132715.000000,70258594.000000,81375000000.000000,117802971660.000000,0.000870,33.641263,2016-09-30,2016-10-26,12.770382,0.913875,3.648754,1.423141,7.750000
sh600011,2017-03-10,7.750000,7.790000,7.620000,7.660000,-0.012887,13810554.000000,106110534.000000,80430000000.000000,116434937150.399994,0.001315,33.250590,2016-09-30,2016-10-26,12.622081,0.903262,3.606381,1.406614,7.660000
sh600011,2017-03-09,7.770000,7.870000,7.700000,7.760000,-0.002571,12270187.000000,95773645.000000,81480000000.000000,117954975494.399994,0.001169,33.684671,2016-09-30,2016-10-26,12.786860,0.915054,3.653462,1.424978,7.760000
sh600011,2017-03-08,7.680000,7.820000,7.630000,7.780000,0.006468,13226208.000000,102571632.000000,81690000000.000000,118258983163.199997,0.001260,33.771487,2016-09-30,2016-10-26,12.819816,0.917413,3.662878,1.428650,7.780000
sh600011,2017-03-07,7.720000,7.780000,7.600000,7.730000,-0.008974,18965410.000000,145706703.000000,81165000000.000000,117498963991.199997,0.001806,33.554447,2016-09-30,2016-10-26,12.737426,0.911517,3.639337,1.419469,7.730000
sh600011,2017-03-06,7.940000,8.120000,7.630000,7.800000,-0.012658,54585695.000000,425103068.000000,81900000000.000000,118562990832.000000,0.005199,33.858303,2016-09-30,2016-10-26,12.852772,0.919771,3.672294,1.432323,7.800000
sh600011,2017-03-03,7.830000,8.000000,7.770000,7.900000,0.007653,22390657.000000,177102076.000000,82950000000.000000,120083029176.000000,0.002132,34.292384,2016-09-30,2016-10-26,13.017551,0.931563,3.719375,1.450686,7.900000
sh600011,2017-03-02,7.510000,7.890000,7.510000,7.840000,0.016861,19284064.000000,150629803.000000,82320000000.000000,119171006169.600006,0.001837,34.031936,2016-09-30,2016-10-26,12.918683,0.924488,3.691126,1.439668,7.840000
sh600011,2017-03-01,7.690000,7.800000,7.690000,7.710000,-0.002587,14267223.000000,110717684.000000,80955000000.000000,117194956322.399994,0.001359,33.467631,2016-09-30,2016-10-26,12.704470,0.909158,3.629921,1.415796,7.710000
sh600011,2017-02-28,7.580000,7.750000,7.560000,7.730000,0.018445,18648841.000000,143326125.000000,81165000000.000000,117498963991.199997,0.001776,33.554447,2016-09-30,2016-10-26,12.737426,0.911517,3.639337,1.419469,7.730000
sh600011,2017-02-27,7.580000,7.670000,7.530000,7.590000,-0.001316,15313948.000000,116922193.000000,79695000000.000000,115370910309.600006,0.001458,32.946734,2016-09-30,2016-10-26,12.506735,0.895008,3.573424,1.393760,7.590000
sh600011,2017-02-24,7.570000,7.620000,7.510000,7.600000,0.000000,13368444.000000,101042504.000000,79800000000.000000,115522914144.000000,0.001273,32.990142,2016-09-30,2016-10-26,12.523213,0.896187,3.578133,1.395597,7.600000
sh600011,2017-02-23,7.630000,7.650000,7.510000,7.600000,-0.009126,17744632.000000,134615742.000000,79800000000.000000,115522914144.000000,0.001690,32.990142,2016-09-30,2016-10-26,12.523213,0.896187,3.578133,1.395597,7.600000
sh600011,2017-02-22,7.700000,7.740000,7.560000,7.670000,-0.005188,18514502.000000,141401602.000000,80535000000.000000,116586940984.800003,0.001763,33.293998,2016-09-30,2016-10-26,12.638559,0.904442,3.611089,1.408451,7.670000
sh600011,2017-02-21,7.640000,7.750000,7.620000,7.710000,0.009162,13063250.000000,100812633.000000,80955000000.000000,117194956322.399994,0.001244,33.467631,2016-09-30,2016-10-26,12.704470,0.909158,3.629921,1.415796,7.710000
sh600011,2017-02-20,7.560000,7.670000,7.550000,7.640000,0.003942,15711410.000000,119866663.000000,80220000000.000000,116130929481.600006,0.001496,33.163774,2016-09-30,2016-10-26,12.589125,0.900904,3.596965,1.402942,7.640000
sh600011,2017-02-17,7.630000,7.650000,7.510000,7.610000,-0.005229,11431472.000000,86615132.000000,79905000000.000000,115674917978.399994,0.001089,33.033550,2016-09-30,2016-10-26,12.539691,0.897367,3.582841,1.397433,7.610000
sh600011,2017-02-16,7.510000,7.660000,7.470000,7.650000,0.018642,26278537.000000,199770938.000000,80325000000.000000,116282933316.000000,0.002503,33.207182,2016-09-30,2016-10-26,12.605603,0.902083,3.601673,1.404778,7.650000
sh600011,2017-02-15,7.360000,7.720000,7.360000,7.510000,0.020380,72255163.000000,549859656.000000,78855000000.000000,114154879634.399994,0.006881,32.599469,2016-09-30,2016-10-26,12.374912,0.885575,3.535760,1.379070,7.510000
sh600011,2017-02-14,7.380000,7.440000,7.320000,7.360000,-0.004060,11789447.000000,86732326.000000,77280000000.000000,111874822118.399994,0.001123,31.948348,2016-09-30,2016-10-26,12.127743,0.867887,3.465139,1.351525,7.360000
sh600011,2017-02-13,7.360000,7.420000,7.340000,7.390000,0.002714,10126885.000000,74742137.000000,77595000000.000000,112330833621.600006,0.000964,32.078572,2016-09-30,2016-10-26,12.177177,0.871424,3.479263,1.357034,7.390000
sh600011,2017-02-10,7.330000,7.380000,7.300000,7.370000,0.008208,15079587.000000,110766144.000000,77385000000.000000,112026825952.800003,0.001436,31.991756,2016-09-30,2016-10-26,12.144221,0.869066,3.469847,1.353361,7.370000
sh600011,2017-02-09,7.290000,7.340000,7.270000,7.310000,0.002743,8265231.000000,60348117.000000,76755000000.000000,111114802946.399994,0.000787,31.731307,2016-09-30,2016-10-26,12.045354,0.861991,3.441599,1.342344,7.310000
sh600011,2017-02-08,7.270000,7.300000,7.240000,7.290000,0.001374,8261316.000000,60118557.000000,76545000000.000000,110810795277.600006,0.000787,31.644491,2016-09-30,2016-10-26,12.012398,0.859632,3.432182,1.338671,7.290000
sh600011,2017-02-07,7.270000,7.300000,7.230000,7.280000,0.002755,7220326.000000,52416006.000000,76440000000.000000,110658791443.199997,0.000688,31.601083,2016-09-30,2016-10-26,11.995920,0.858453,3.427474,1.336835,7.280000
sh600011,2017-02-06,7.250000,7.270000,7.210000,7.260000,0.002762,4715238.000000,34145129.000000,76230000000.000000,110354783774.399994,0.000449,31.514267,2016-09-30,2016-10-26,11.962964,0.856095,3.418058,1.333162,7.260000
sh600011,2017-02-03,7.270000,7.280000,7.220000,7.240000,-0.004127,4665806.000000,33763760.000000,76020000000.000000,110050776105.600006,0.000444,31.427451,2016-09-30,2016-10-26,11.930008,0.853736,3.408642,1.329489,7.240000
sh600011,2017-01-26,7.260000,7.300000,7.250000,7.270000,0.001377,8891825.000000,64699840.000000,76335000000.000000,110506787608.800003,0.000847,31.557675,2016-09-30,2016-10-26,11.979442,0.857274,3.422766,1.334998,7.270000
sh600011,2017-01-25,7.270000,7.280000,7.240000,7.260000,-0.001376,5902676.000000,42845296.000000,76230000000.000000,110354783774.399994,0.000562,31.514267,2016-09-30,2016-10-26,11.962964,0.856095,3.418058,1.333162,7.260000
sh600011,2017-01-24,7.240000,7.280000,7.220000,7.270000,0.004144,9366422.000000,67912628.000000,76335000000.000000,110506787608.800003,0.000892,31.557675,2016-09-30,2016-10-26,11.979442,0.857274,3.422766,1.334998,7.270000
sh600011,2017-01-23,7.240000,7.260000,7.220000,7.240000,0.000000,7199279.000000,52121773.000000,76020000000.000000,110050776105.600006,0.000686,31.427451,2016-09-30,2016-10-26,11.930008,0.853736,3.408642,1.329489,7.240000
sh600011,2017-01-20,7.190000,7.250000,7.160000,7.240000,0.006954,9338106.000000,67445787.000000,76020000000.000000,110050776105.600006,0.000889,31.427451,2016-09-30,2016-10-26,11.930008,0.853736,3.408642,1.329489,7.240000
sh600011,2017-01-19,7.230000,7.240000,7.160000,7.190000,-0.005533,12080841.000000,86976248.000000,75495000000.000000,109290756933.600006,0.001151,31.210410,2016-09-30,2016-10-26,11.847619,0.847840,3.385102,1.320308,7.190000
sh600011,2017-01-18,7.280000,7.330000,7.230000,7.230000,-0.004132,13604707.000000,98822436.000000,75915000000.000000,109898772271.199997,0.001296,31.384043,2016-09-30,2016-10-26,11.913531,0.852557,3.403934,1.327653,7.230000
sh600011,2017-01-17,7.310000,7.310000,7.240000,7.260000,-0.013587,14369758.000000,104445275.000000,76230000000.000000,110354783774.399994,0.001369,31.514267,2016-09-30,2016-10-26,11.962964,0.856095,3.418058,1.333162,7.260000
sh600011,2017-01-16,7.220000,7.380000,7.100000,7.360000,0.017981,62172748.000000,452262650.000000,77280000000.000000,111874822118.399994,0.005921,31.948348,2016-09-30,2016-10-26,12.127743,0.867887,3.465139,1.351525,7.360000
sh600011,2017-01-13,7.080000,7.260000,7.020000,7.230000,0.018310,39267382.000000,278905404.000000,75915000000.000000,109898772271.199997,0.003740,31.384043,2016-09-30,2016-10-26,11.913531,0.852557,3.403934,1.327653,7.230000
sh600011,2017-01-12,7.130000,7.140000,7.090000,7.100000,-0.005602,10223599.000000,72760920.000000,74550000000.000000,107922722424.000000,0.000974,30.819738,2016-09-30,2016-10-26,11.699318,0.837228,3.342729,1.303781,7.100000
sh600011,2017-01-11,7.130000,7.180000,7.090000,7.140000,0.001403,16404073.000000,116983998.000000,74970000000.000000,108530737761.600006,0.001562,30.993370,2016-09-30,2016-10-26,11.765229,0.841944,3.361561,1.311126,7.140000
sh600011,2017-01-10,7.120000,7.170000,7.090000,7.130000,0.001404,13988323.000000,99662739.000000,74865000000.000000,108378733927.199997,0.001332,30.949962,2016-09-30,2016-10-26,11.748751,0.840765,3.356853,1.309290,7.130000
sh600011,2017-01-09,7.080000,7.130000,7.070000,7.120000,0.005650,12855141.000000,91323451.000000,74760000000.000000,108226730092.800003,0.001224,30.906554,2016-09-30,2016-10-26,11.732273,0.839586,3.352145,1.307454,7.120000
sh600011,2017-01-06,7.060000,7.140000,7.060000,7.080000,0.002833,25589999.000000,181463197.000000,74340000000.000000,107618714755.199997,0.002437,30.732921,2016-09-30,2016-10-26,11.666362,0.834869,3.333313,1.300108,7.080000
sh600011,2017-01-05,7.090000,7.100000,7.040000,7.060000,-0.005634,18442780.000000,130293087.000000,74130000000.000000,107314707086.399994,0.001756,30.646105,2016-09-30,2016-10-26,11.633406,0.832511,3.323897,1.296436,7.060000
sh600011,2017-01-04,7.080000,7.110000,7.030000,7.100000,0.002825,15629508.000000,110525263.000000,74550000000.000000,107922722424.000000,0.001489,30.819738,2016-09-30,2016-10-26,11.699318,0.837228,3.342729,1.303781,7.100000
sh600011,2017-01-03,7.050000,7.090000,7.030000,7.080000,0.004255,7094234.000000,50158647.000000,74340000000.000000,107618714755.199997,0.000676,30.732921,2016-09-30,2016-10-26,11.666362,0.834869,3.333313,1.300108,7.080000
sh600011,2016-12-30,7.060000,7.070000,7.020000,7.050000,0.000000,7814401.000000,55054560.000000,74025000000.000000,107162703252.000000,0.000744,30.602697,2016-09-30,2016-10-26,11.616928,0.831332,3.319189,1.294599,7.050000
sh600011,2016-12-29,7.040000,7.070000,7.030000,7.050000,0.000000,5191432.000000,36588785.000000,74025000000.000000,107162703252.000000,0.000494,30.602697,2016-09-30,2016-10-26,11.616928,0.831332,3.319189,1.294599,7.050000
sh600011,2016-12-28,7.060000,7.070000,7.030000,7.050000,-0.001416,6489181.000000,45720236.000000,74025000000.000000,107162703252.000000,0.000618,30.602697,2016-09-30,2016-10-26,11.616928,0.831332,3.319189,1.294599,7.050000
sh600011,2016-12-27,7.130000,7.130000,7.020000,7.060000,-0.012587,12366531.000000,87339080.000000,74130000000.000000,107314707086.399994,0.001178,30.646105,2016-09-30,2016-10-26,11.633406,0.832511,3.323897,1.296436,7.060000
sh600011,2016-12-26,7.070000,7.180000,7.010000,7.150000,0.008463,12564307.000000,88746226.000000,75075000000.000000,108682741596.000000,0.001197,31.036778,2016-09-30,2016-10-26,11.781707,0.843124,3.366269,1.312963,7.150000
sh600011,2016-12-23,7.190000,7.190000,7.080000,7.090000,-0.015278,11946920.000000,85057451.000000,74445000000.000000,107770718589.600006,0.001138,30.776330,2016-09-30,2016-10-26,11.682840,0.836048,3.338021,1.301945,7.090000
sh600011,2016-12-22,7.160000,7.300000,7.120000,7.200000,0.005587,21715065.000000,156680378.000000,75600000000.000000,109442760768.000000,0.002068,31.253818,2016-09-30,2016-10-26,11.864097,0.849020,3.389810,1.322144,7.200000
sh600011,2016-12-21,7.060000,7.190000,7.060000,7.160000,0.014164,18880649.000000,134766070.000000,75180000000.000000,108834745430.399994,0.001798,31.080186,2016-09-30,2016-10-26,11.798185,0.844303,3.370977,1.314799,7.160000
sh600011,2016-12-20,7.150000,7.150000,7.050000,7.060000,-0.011204,14109568.000000,99977573.000000,74130000000.000000,107314707086.399994,0.001344,30.646105,2016-09-30,2016-10-26,11.633406,0.832511,3.323897,1.296436,7.060000
sh600011,2016-12-19,7.120000,7.170000,7.110000,7.140000,0.004219,10483253.000000,74843353.000000,74970000000.000000,108530737761.600006,0.000998,30.993370,2016-09-30,2016-10-26,11.765229,0.841944,3.361561,1.311126,7.140000
