code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600003,2009-03-13,3.950000,4.030000,3.860000,3.870000,-0.020253,6293622.000000,24722060.000000,2952655200.000000,4695084000.000000,0.008249,5.485031,2008-09-30,2008-10-31,220.262474,6.466142,65.359674,1.377780,3.870000
sh600003,2009-03-12,3.780000,3.980000,3.720000,3.950000,0.039474,9846442.000000,38059858.000000,3013692000.000000,4792140000.000000,0.012906,5.598416,2008-09-30,2008-10-31,224.815666,6.599808,66.710767,1.406261,3.949999
sh600003,2009-03-11,3.860000,3.930000,3.790000,3.800000,-0.005236,8073100.000000,30976092.000000,2899248000.000000,4610160000.000000,0.010581,5.385816,2008-09-30,2008-10-31,216.278296,6.349180,64.177428,1.352859,3.799998
sh600003,2009-03-10,3.730000,3.840000,3.630000,3.820000,0.000000,10966602.000000,41046547.000000,2914507200.000000,4634424000.000000,0.014374,5.414164,2008-09-30,2008-10-31,217.416690,6.382599,64.515229,1.359980,3.820000
sh600003,2009-03-09,3.900000,3.970000,3.690000,3.820000,0.010582,24318904.000000,94061400.000000,2914507200.000000,4634424000.000000,0.031874,5.414164,2008-09-30,2008-10-31,217.416690,6.382599,64.515229,1.359980,3.820000
sh600003,2009-03-06,3.500000,3.780000,3.500000,3.780000,0.050000,20956596.000000,78183660.000000,2883988800.000000,4585896000.000000,0.027467,5.357472,2008-09-30,2008-10-31,215.140078,6.315766,63.839678,1.345739,3.780000
sh600003,2009-03-05,3.580000,3.700000,3.490000,3.600000,0.016949,12423089.000000,44574355.000000,2746656000.000000,4367520000.000000,0.016283,5.102354,2008-09-30,2008-10-31,204.895312,6.015015,60.799693,1.281656,3.600000
sh600003,2009-03-04,3.490000,3.580000,3.460000,3.540000,0.026087,12505892.000000,44100811.000000,2700878400.000000,4294728000.000000,0.016391,5.017316,2008-09-30,2008-10-31,201.480421,5.914766,59.786374,1.260295,3.540000
sh600003,2009-03-03,3.220000,3.450000,3.220000,3.450000,0.017699,13850968.000000,45438976.000000,2632212000.000000,4185540000.000000,0.018154,4.889756,2008-09-30,2008-10-31,196.358029,5.764390,58.266379,1.228254,3.450000
sh600003,2009-03-02,3.550000,3.550000,3.390000,3.390000,-0.050420,9928595.000000,33925059.000000,2586434400.000000,4112748000.000000,0.013013,4.804718,2008-09-30,2008-10-31,192.943128,5.664141,57.253057,1.206893,3.390001
