交易日,合约,会员类别,总成交量,比上交易日增减,总持买单量,比上交易日增减,总持卖单量,比上一交易日增减
20160303,IF1603                        ,期货公司,40920,-7988,37040,-1685,37040,-1685
20160303,IF1603                        ,非期货公司,0,0,0,0,0,0

交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20160303,IF1603                        ,1,海通期货    ,2579,30,国泰君安    ,3343,-98,中信期货    ,3361,-90
20160303,IF1603                        ,2,国泰君安    ,2297,-988,广发期货    ,2630,-24,国泰君安    ,2597,-23
20160303,IF1603                        ,3,华泰期货    ,2269,10,国投中谷    ,2584,120,华泰期货    ,2484,-342
20160303,IF1603                        ,4,中信期货    ,2203,-705,中信期货    ,2553,-5,海通期货    ,2112,-516
20160303,IF1603                        ,5,兴证期货    ,2056,-211,中金期货    ,2483,7,光大期货    ,1921,87
20160303,IF1603                        ,6,光大期货    ,1715,-380,海通期货    ,2275,13,广发期货    ,1754,-35
20160303,IF1603                        ,7,银河期货    ,1621,-385,银河期货    ,1738,31,南华期货    ,1578,-117
20160303,IF1603                        ,8,广发期货    ,1453,-151,华泰期货    ,1575,125,兴证期货    ,1530,-12
20160303,IF1603                        ,9,上海东证    ,1336,-421,永安期货    ,1373,-447,招商期货    ,1392,-155
20160303,IF1603                        ,10,永安期货    ,1254,-609,兴证期货    ,1031,-64,上海东证    ,1221,30
20160303,IF1603                        ,11,南华期货    ,1008,-90,申银万国    ,825,-118,五矿经易    ,1067,28
20160303,IF1603                        ,12,申银万国    ,961,-263,光大期货    ,665,-94,永安期货    ,997,1
20160303,IF1603                        ,13,招商期货    ,948,-175,南华期货    ,636,-55,银河期货    ,971,-4
20160303,IF1603                        ,14,五矿经易    ,936,-5,鲁证期货    ,633,67,中金期货    ,906,-127
20160303,IF1603                        ,15,方正中期    ,720,-235,五矿经易    ,598,-346,鲁证期货    ,883,28
20160303,IF1603                        ,16,浙商期货    ,705,-44,招商期货    ,577,-9,国投中谷    ,841,30
20160303,IF1603                        ,17,中信建投    ,705,-274,上海东证    ,556,-266,中信建投    ,821,-55
20160303,IF1603                        ,18,鲁证期货    ,643,-115,西部期货    ,552,-20,长江期货    ,662,-37
20160303,IF1603                        ,19,国投中谷    ,602,-30,瑞达期货    ,542,-8,国金期货    ,660,28
20160303,IF1603                        ,20,西部期货    ,593,-66,方正中期    ,521,-3,国信期货    ,590,-28
