交易日,合约,会员类别,总成交量,比上交易日增减,总持买单量,比上交易日增减,总持卖单量,比上一交易日增减
20160318,IF1603                        ,期货公司,14242,-14264,0,-9399,0,-9399
20160318,IF1603                        ,非期货公司,0,0,0,0,0,0
20160318,IF1604                        ,期货公司,42950,7142,31003,5335,31003,5335
20160318,IF1604                        ,非期货公司,0,0,0,0,0,0

交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20160318,IF1603                        ,1,海通期货    ,1130,-656,国泰君安    ,0,-382,国泰君安    ,0,-500
20160318,IF1603                        ,2,中信期货    ,1114,-855,南华期货    ,0,-136,南华期货    ,0,-865
20160318,IF1603                        ,3,广发期货    ,941,-510,永安期货    ,0,-211,永安期货    ,0,-168
20160318,IF1603                        ,4,国投中谷    ,875,-35,一德期货    ,0,-18,一德期货    ,0,-7
20160318,IF1603                        ,5,华泰期货    ,653,-595,鲁证期货    ,0,-663,鲁证期货    ,0,-475
20160318,IF1603                        ,6,鲁证期货    ,593,161,光大期货    ,0,-195,光大期货    ,0,-379
20160318,IF1603                        ,7,国泰君安    ,547,-1620,东海期货    ,0,-31,东海期货    ,0,-62
20160318,IF1603                        ,8,光大期货    ,544,-368,浙商期货    ,0,-103,浙商期货    ,0,-132
20160318,IF1603                        ,9,方正中期    ,461,-151,中粮期货    ,0,-19,中粮期货    ,0,-22
20160318,IF1603                        ,10,五矿经易    ,437,-51,华泰期货    ,0,-305,华泰期货    ,0,-362
20160318,IF1603                        ,11,银河期货    ,411,-507,五矿经易    ,0,-58,五矿经易    ,0,-397
20160318,IF1603                        ,12,南华期货    ,326,-340,广发期货    ,0,-865,广发期货    ,0,-209
20160318,IF1603                        ,13,申银万国    ,326,-452,信达期货    ,0,-91,信达期货    ,0,-85
20160318,IF1603                        ,14,招商期货    ,305,-379,中信期货    ,0,-623,中信期货    ,0,-729
20160318,IF1603                        ,15,上海东证    ,295,-410,金瑞期货    ,0,-29,金瑞期货    ,0,-37
20160318,IF1603                        ,16,兴证期货    ,265,-719,新世纪     ,0,-14,新世纪     ,0,-19
20160318,IF1603                        ,17,永安期货    ,255,-435,兴证期货    ,0,-150,兴证期货    ,0,-162
20160318,IF1603                        ,18,浙商期货    ,246,-209,建信期货    ,0,-42,建信期货    ,0,-51
20160318,IF1603                        ,19,宏源期货    ,225,-187,平安期货    ,0,-27,平安期货    ,0,-29
20160318,IF1603                        ,20,西部期货    ,206,-283,格林大华    ,0,-49,格林大华    ,0,-57
20160318,IF1604                        ,1,中信期货    ,3508,613,国泰君安    ,3394,393,中信期货    ,2766,805
20160318,IF1604                        ,2,国泰君安    ,2596,-20,中信期货    ,3040,893,国泰君安    ,2620,205
20160318,IF1604                        ,3,海通期货    ,2509,449,中金期货    ,2519,144,华泰期货    ,2335,197
20160318,IF1604                        ,4,华泰期货    ,2251,544,永安期货    ,1530,172,光大期货    ,1824,155
20160318,IF1604                        ,5,光大期货    ,1904,-88,海通期货    ,1513,210,南华期货    ,1609,438
20160318,IF1604                        ,6,兴证期货    ,1893,452,银河期货    ,1508,121,海通期货    ,1588,385
20160318,IF1604                        ,7,银河期货    ,1629,430,华泰期货    ,1135,116,广发期货    ,1404,15
20160318,IF1604                        ,8,广发期货    ,1341,-153,兴证期货    ,1082,166,五矿经易    ,1171,396
20160318,IF1604                        ,9,方正中期    ,1301,382,广发期货    ,1042,148,招商期货    ,1096,214
20160318,IF1604                        ,10,南华期货    ,1251,188,申银万国    ,869,252,兴证期货    ,959,211
20160318,IF1604                        ,11,招商期货    ,1125,392,国投中谷    ,832,44,方正中期    ,931,552
20160318,IF1604                        ,12,永安期货    ,1092,-74,光大期货    ,705,55,银河期货    ,844,128
20160318,IF1604                        ,13,上海东证    ,985,212,五矿经易    ,679,52,永安期货    ,833,276
20160318,IF1604                        ,14,申银万国    ,981,173,鲁证期货    ,577,184,国投中谷    ,639,22
20160318,IF1604                        ,15,五矿经易    ,902,349,南华期货    ,540,119,中信建投    ,633,-7
20160318,IF1604                        ,16,中信建投    ,748,254,招商期货    ,501,81,上海东证    ,544,56
20160318,IF1604                        ,17,国信期货    ,689,39,方正中期    ,461,111,申银万国    ,538,163
20160318,IF1604                        ,18,宏源期货    ,584,147,上海东证    ,423,55,中金期货    ,532,252
20160318,IF1604                        ,19,鲁证期货    ,571,180,宏源期货    ,418,144,国信期货    ,469,96
20160318,IF1604                        ,20,浙商期货    ,527,75,国信期货    ,413,59,鲁证期货    ,467,83
