交易日,合约,会员类别,总成交量,比上交易日增减,总持买单量,比上交易日增减,总持卖单量,比上一交易日增减
20160401,IF1604                        ,期货公司,39810,3504,34992,544,34992,544
20160401,IF1604                        ,非期货公司,0,0,0,0,0,0

交易日,合约,排名,成交量排名,,,持买单量排名,,,持卖单量排名,,
,,,会员简称,成交量,比上一交易日增减,会员简称,持买单量,比上一交易日增减,会员简称,持卖单量,比上一交易日增减
20160401,IF1604                        ,1,中信期货    ,2614,389,国泰君安    ,3563,-111,中信期货    ,3279,12
20160401,IF1604                        ,2,国泰君安    ,2472,1,中信期货    ,3021,-56,国泰君安    ,2294,-13
20160401,IF1604                        ,3,海通期货    ,2438,545,海通期货    ,2843,-171,华泰期货    ,2290,263
20160401,IF1604                        ,4,华泰期货    ,1854,376,中金期货    ,2527,-27,南华期货    ,2164,-14
20160401,IF1604                        ,5,兴证期货    ,1827,36,国投中谷    ,2339,158,光大期货    ,2134,-26
20160401,IF1604                        ,6,永安期货    ,1762,395,永安期货    ,2120,612,广发期货    ,1784,24
20160401,IF1604                        ,7,光大期货    ,1574,38,银河期货    ,1537,-3,海通期货    ,1509,-127
20160401,IF1604                        ,8,银河期货    ,1534,0,华泰期货    ,1325,15,方正中期    ,1305,-20
20160401,IF1604                        ,9,广发期货    ,1193,-69,兴证期货    ,930,-1,兴证期货    ,1244,118
20160401,IF1604                        ,10,申银万国    ,1147,208,广发期货    ,916,21,招商期货    ,1244,55
20160401,IF1604                        ,11,南华期货    ,1024,206,申银万国    ,757,-14,银河期货    ,991,-11
20160401,IF1604                        ,12,招商期货    ,1008,223,鲁证期货    ,705,-5,鲁证期货    ,858,49
20160401,IF1604                        ,13,上海东证    ,934,18,上海东证    ,701,190,五矿经易    ,856,-6
20160401,IF1604                        ,14,方正中期    ,734,-3,宏源期货    ,687,9,永安期货    ,852,42
20160401,IF1604                        ,15,中信建投    ,712,33,光大期货    ,658,-30,国投中谷    ,747,22
20160401,IF1604                        ,16,鲁证期货    ,702,-89,南华期货    ,623,26,中信建投    ,741,21
20160401,IF1604                        ,17,国信期货    ,678,80,招商期货    ,524,-19,上海东证    ,637,48
20160401,IF1604                        ,18,浙商期货    ,624,45,方正中期    ,413,40,国信期货    ,601,29
20160401,IF1604                        ,19,国投中谷    ,516,101,中大期货    ,404,19,申银万国    ,586,57
20160401,IF1604                        ,20,华鑫期货    ,501,-90,五矿经易    ,403,-33,中金期货    ,492,-125
